0.699460,0.699460,-0.134838
0.698920,0.698920,-0.135421
0.698378,0.698378,-0.136006
0.697836,0.697836,-0.136592
0.697293,0.697293,-0.137181
0.696749,0.696749,-0.137772
0.696204,0.696204,-0.138364
0.695658,0.695658,-0.138959
0.695111,0.695111,-0.139555
0.694564,0.694564,-0.140152
0.694016,0.694016,-0.140752
0.693467,0.693467,-0.141353
0.692917,0.692917,-0.141957
0.692367,0.692367,-0.142561
0.691815,0.691815,-0.143168
0.691263,0.691263,-0.143776
0.690711,0.690711,-0.144386
0.690157,0.690157,-0.144998
0.689603,0.689603,-0.145611
0.689048,0.689048,-0.146226
0.688492,0.688492,-0.146842
0.687936,0.687936,-0.147461
0.687378,0.687378,-0.148080
0.686821,0.686821,-0.148701
0.686262,0.686262,-0.149324
0.685703,0.685703,-0.149948
0.685143,0.685143,-0.150574
0.684583,0.684583,-0.151201
0.684022,0.684022,-0.151830
0.683460,0.683460,-0.152460
0.682897,0.682897,-0.153091
0.682335,0.682335,-0.153724
0.681771,0.681771,-0.154358
0.681207,0.681207,-0.154993
0.680642,0.680642,-0.155630
0.680077,0.680077,-0.156268
0.679511,0.679511,-0.156908
0.678945,0.678945,-0.157548
0.678378,0.678378,-0.158190
0.677811,0.677811,-0.158833
0.677243,0.677243,-0.159477
0.676675,0.676675,-0.160122
0.676106,0.676106,-0.160768
0.675536,0.675536,-0.161416
0.674967,0.674967,-0.162064
0.674397,0.674397,-0.162713
0.673826,0.673826,-0.163364
0.673255,0.673255,-0.164015
0.672684,0.672684,-0.164668
0.672112,0.672112,-0.165321
0.671540,0.671540,-0.165975
0.670967,0.670967,-0.166630
0.670394,0.670394,-0.167286
0.669821,0.669821,-0.167942
0.669248,0.669248,-0.168599
0.668674,0.668674,-0.169257
0.668100,0.668100,-0.169916
0.667525,0.667525,-0.170576
0.666950,0.666950,-0.171236
0.666376,0.666376,-0.171896
0.665800,0.665800,-0.172557
0.665225,0.665225,-0.173219
0.664649,0.664649,-0.173881
0.664074,0.664074,-0.174544
0.663498,0.663498,-0.175207
0.662922,0.662922,-0.175871
0.662345,0.662345,-0.176535
0.661769,0.661769,-0.177199
0.661192,0.661192,-0.177864
0.660616,0.660616,-0.178529
0.660039,0.660039,-0.179194
0.659462,0.659462,-0.179859
0.658885,0.658885,-0.180525
0.658308,0.658308,-0.181190
0.657731,0.657731,-0.181856
0.657154,0.657154,-0.182522
0.656577,0.656577,-0.183188
0.656000,0.656000,-0.183854
0.655423,0.655423,-0.184520
0.654846,0.654846,-0.185185
0.654269,0.654269,-0.185851
0.653692,0.653692,-0.186517
0.653116,0.653116,-0.187182
0.652539,0.652539,-0.187847
0.651963,0.651963,-0.188512
0.651386,0.651386,-0.189177
0.650810,0.650810,-0.189841
0.650234,0.650234,-0.190505
0.649658,0.649658,-0.191169
0.649082,0.649082,-0.191832
0.648507,0.648507,-0.192495
0.647932,0.647932,-0.193157
0.647357,0.647357,-0.193819
0.646782,0.646782,-0.194480
0.646207,0.646207,-0.195140
0.645633,0.645633,-0.195800
0.645059,0.645059,-0.196459
0.644486,0.644486,-0.197118
0.643912,0.643912,-0.197776
0.643340,0.643340,-0.198433
0.642767,0.642767,-0.199089
0.642195,0.642195,-0.199744
0.641623,0.641623,-0.200399
0.641052,0.641052,-0.201052
0.640481,0.640481,-0.201705
0.639910,0.639910,-0.202357
0.639340,0.639340,-0.203007
0.638771,0.638771,-0.203657
0.638202,0.638202,-0.204305
0.637633,0.637633,-0.204952
0.637065,0.637065,-0.205599
0.636498,0.636498,-0.206244
0.635931,0.635931,-0.206887
0.635365,0.635365,-0.207530
0.634799,0.634799,-0.208171
0.634234,0.634234,-0.208811
0.633669,0.633669,-0.209449
0.633105,0.633105,-0.210086
0.632542,0.632542,-0.210722
0.631979,0.631979,-0.211356
0.631417,0.631417,-0.211989
0.630856,0.630856,-0.212620
0.630296,0.630296,-0.213250
0.629736,0.629736,-0.213878
0.629177,0.629177,-0.214504
0.628618,0.628618,-0.215129
0.628061,0.628061,-0.215752
0.627504,0.627504,-0.216373
0.626948,0.626948,-0.216993
0.626393,0.626393,-0.217611
0.625838,0.625838,-0.218227
0.625285,0.625285,-0.218841
0.624732,0.624732,-0.219453
0.624180,0.624180,-0.220064
0.623629,0.623629,-0.220672
0.623079,0.623079,-0.221279
0.622530,0.622530,-0.221884
